Wavelength,SAPONITE,SMECTITE,NONTRONITE,SERPENTINE,MONTMORILLONITE,KAOLINITE,GYPSUM,JAROSITE,KIESERITE,SZOMOLNOKITE,CALCITE,MAGNESITE,PYROXENE,PLAGIOCLASE,QUARTZ,FAYALITE,FORSTERITE,OLIVINE,HEMATITE,GOETHITE
3.24505,0.144447,0.205069,0.105159,0.055705,0.391925,0.474379,0.235407,0.136697,0.016186,0.023399,0.605867,0.470245,0.59299,0.317494,0.640272,0.300492,0.672591,0.601941,0.013464,0.067598
3.24755,0.145374,0.206952,0.106199,0.056155,0.393282,0.475246,0.238182,0.139344,0.016317,0.02357,0.604653,0.450112,0.593215,0.316967,0.642104,0.300544,0.67288,0.602191,0.013507,0.068439
3.25005,0.146204,0.208866,0.107228,0.056606,0.394503,0.476014,0.241159,0.141946,0.016397,0.023816,0.603399,0.42447,0.593506,0.31678,0.64407,0.300879,0.673208,0.60238,0.013539,0.069106
3.25255,0.147073,0.210527,0.108312,0.057095,0.395884,0.476861,0.243067,0.144199,0.016374,0.024068,0.602027,0.389005,0.593842,0.317107,0.646603,0.30132,0.673792,0.602733,0.013552,0.069883
3.25505,0.14799,0.212239,0.10934,0.057411,0.397271,0.477924,0.244366,0.146863,0.016406,0.024305,0.600643,0.338407,0.59427,0.316847,0.648606,0.30142,0.674135,0.602946,0.013577,0.07028
3.25755,0.148914,0.21402,0.110411,0.057795,0.398489,0.478894,0.246464,0.149794,0.016521,0.024562,0.599027,0.272362,0.594507,0.316814,0.650499,0.301493,0.674547,0.603158,0.013601,0.070823
3.26005,0.149757,0.215747,0.111525,0.058177,0.399704,0.479764,0.248434,0.152506,0.016538,0.024841,0.597299,0.206487,0.594562,0.316558,0.651866,0.301688,0.674862,0.60342,0.013626,0.071094
3.26255,0.150478,0.217605,0.112629,0.058667,0.401178,0.480689,0.250697,0.155235,0.01652,0.025129,0.595633,0.16036,0.594702,0.316313,0.653432,0.301955,0.675156,0.603787,0.013661,0.07139
3.26505,0.151247,0.219493,0.113734,0.059166,0.402571,0.48165,0.252844,0.157965,0.016735,0.02543,0.593874,0.13573,0.594911,0.316458,0.655656,0.302146,0.675636,0.603953,0.013692,0.071725
3.26755,0.152044,0.221408,0.114866,0.059613,0.403884,0.482572,0.254827,0.160349,0.016745,0.025708,0.591916,0.122623,0.595146,0.316516,0.657412,0.302297,0.675998,0.604201,0.013714,0.072399
3.27005,0.152815,0.223271,0.115961,0.059855,0.405179,0.48363,0.256394,0.16316,0.016665,0.026003,0.589857,0.116301,0.595436,0.316312,0.658939,0.302411,0.676387,0.604532,0.01375,0.073184
3.27255,0.15353,0.224871,0.117047,0.06013,0.406503,0.484653,0.258701,0.166199,0.016769,0.026299,0.587627,0.112743,0.595682,0.316032,0.660609,0.302584,0.676968,0.604828,0.013778,0.073735
3.27505,0.154295,0.226439,0.118174,0.060501,0.40785,0.485444,0.260376,0.168674,0.016961,0.02654,0.585317,0.110311,0.595885,0.31601,0.662329,0.30287,0.677525,0.605015,0.013802,0.075194
3.27755,0.154872,0.228306,0.11929,0.060885,0.409081,0.486369,0.262115,0.17128,0.016967,0.026863,0.582778,0.109895,0.596179,0.316004,0.663738,0.303049,0.677971,0.605151,0.013838,0.076102
3.28005,0.155468,0.230132,0.12043,0.061301,0.410422,0.487451,0.264109,0.174303,0.016867,0.027205,0.580056,0.111761,0.596417,0.315754,0.665264,0.303112,0.678559,0.605404,0.01387,0.077027
3.28255,0.156093,0.231915,0.121618,0.061522,0.411802,0.488576,0.26614,0.17747,0.016972,0.027474,0.577204,0.114475,0.596712,0.315512,0.666813,0.303234,0.678954,0.605677,0.013894,0.077265
3.28505,0.156579,0.233662,0.122706,0.061895,0.412958,0.48957,0.268754,0.180486,0.017157,0.027805,0.574213,0.117185,0.596853,0.315482,0.668174,0.303363,0.679148,0.605754,0.013926,0.077752
3.28755,0.157043,0.235344,0.123869,0.062282,0.414099,0.490625,0.271246,0.18347,0.017148,0.028196,0.571045,0.119612,0.597024,0.31572,0.670188,0.303497,0.679679,0.605779,0.013962,0.078628
3.29005,0.157537,0.236995,0.12513,0.062645,0.415422,0.491731,0.273635,0.18676,0.017123,0.028615,0.567953,0.121727,0.597241,0.315549,0.6718,0.303686,0.680308,0.606029,0.013992,0.079405
3.29255,0.158003,0.238699,0.126269,0.063119,0.416784,0.492877,0.27613,0.190035,0.017221,0.029009,0.56484,0.123665,0.597512,0.315384,0.673262,0.303942,0.68079,0.606339,0.01404,0.080094
3.29505,0.158375,0.240373,0.127371,0.063651,0.418039,0.494029,0.278868,0.193088,0.017286,0.02938,0.56143,0.125282,0.597645,0.315092,0.674998,0.304046,0.68106,0.606569,0.014067,0.080964
3.29755,0.158775,0.242073,0.128594,0.064117,0.419249,0.49519,0.281525,0.196351,0.017364,0.02967,0.557768,0.126143,0.597632,0.314791,0.676315,0.304051,0.681479,0.606738,0.014096,0.081994
3.30005,0.159258,0.243701,0.129858,0.064391,0.420486,0.496191,0.284272,0.199859,0.017403,0.030042,0.553921,0.126422,0.597715,0.314417,0.677546,0.304281,0.682039,0.607012,0.014121,0.082354
3.30255,0.15973,0.245381,0.131094,0.06474,0.42173,0.497419,0.286677,0.203596,0.017298,0.030521,0.549741,0.126313,0.597836,0.314317,0.678885,0.304467,0.682446,0.607101,0.014138,0.083016
3.30505,0.160223,0.247017,0.132243,0.065143,0.422939,0.498644,0.289029,0.206936,0.017354,0.030884,0.545363,0.125871,0.598025,0.314229,0.680371,0.304603,0.683031,0.607372,0.014174,0.08368
3.30755,0.160717,0.248594,0.13334,0.065582,0.424148,0.499782,0.291254,0.210189,0.017511,0.031305,0.540694,0.125002,0.598271,0.314125,0.681944,0.304696,0.683351,0.607479,0.014209,0.084333
3.31005,0.161316,0.250289,0.134458,0.066014,0.425324,0.500862,0.293419,0.213044,0.017619,0.031727,0.53566,0.124057,0.598555,0.314026,0.683745,0.304758,0.683703,0.607571,0.014245,0.084777
3.31255,0.161966,0.251896,0.135646,0.066444,0.426498,0.501832,0.295749,0.216179,0.017654,0.032076,0.530421,0.123278,0.598816,0.313736,0.685329,0.304778,0.684098,0.607539,0.01427,0.085754
3.31505,0.162419,0.253278,0.136966,0.067012,0.427761,0.502861,0.298104,0.219351,0.017604,0.032467,0.524584,0.123071,0.599144,0.313379,0.686312,0.304894,0.684355,0.607783,0.014282,0.086628
3.31755,0.162891,0.254775,0.13822,0.067318,0.428913,0.503776,0.300209,0.222416,0.017615,0.032901,0.518196,0.123319,0.599309,0.313387,0.687901,0.304907,0.684864,0.607719,0.014301,0.086752
3.32005,0.163321,0.256275,0.139431,0.067662,0.429985,0.504708,0.302357,0.225488,0.017731,0.033357,0.511009,0.123854,0.599459,0.313299,0.689,0.304874,0.68538,0.607588,0.014342,0.087152
3.32255,0.16368,0.25776,0.140633,0.068094,0.431117,0.505601,0.304368,0.228223,0.017789,0.033825,0.502967,0.124834,0.59971,0.312937,0.690197,0.305066,0.685938,0.60761,0.014374,0.087584
3.32505,0.163973,0.259251,0.141776,0.068451,0.432207,0.506479,0.306248,0.230673,0.017844,0.034255,0.493952,0.125659,0.600051,0.312681,0.691821,0.305279,0.68634,0.607767,0.014406,0.088311
3.32755,0.164092,0.260748,0.143001,0.068873,0.433395,0.507446,0.307937,0.233297,0.018008,0.034727,0.483429,0.126173,0.600393,0.312593,0.692861,0.305295,0.686507,0.607907,0.014431,0.088945
3.33005,0.163937,0.262176,0.144237,0.069125,0.434554,0.508308,0.309311,0.235921,0.018082,0.035213,0.470875,0.12729,0.60056,0.31223,0.693681,0.305444,0.68682,0.608043,0.014452,0.088929
3.33255,0.163567,0.263524,0.145379,0.069577,0.435531,0.509083,0.311403,0.238102,0.017991,0.035579,0.455744,0.128981,0.600623,0.311895,0.694816,0.305503,0.687206,0.608032,0.014472,0.089501
3.33505,0.162997,0.264766,0.146468,0.070103,0.43654,0.510029,0.313606,0.239904,0.018003,0.036023,0.437446,0.130771,0.600668,0.311665,0.696108,0.305529,0.68762,0.608011,0.014507,0.09059
3.33755,0.16222,0.265982,0.147552,0.070478,0.437671,0.511063,0.315471,0.242044,0.018148,0.03653,0.415135,0.132581,0.600749,0.311489,0.697143,0.305536,0.687737,0.60809,0.014535,0.091388
3.34005,0.161297,0.26713,0.148702,0.070783,0.4387,0.512011,0.317035,0.244612,0.018204,0.037,0.387973,0.134217,0.600882,0.311293,0.698204,0.305567,0.687835,0.608075,0.014549,0.092311
3.34255,0.160321,0.268254,0.14981,0.071193,0.439529,0.512654,0.318788,0.246796,0.018149,0.037444,0.35626,0.135496,0.600914,0.310979,0.698989,0.305421,0.687733,0.607887,0.014571,0.093087
3.34505,0.159309,0.269326,0.150828,0.071537,0.440343,0.513384,0.320446,0.24886,0.018253,0.037912,0.322947,0.136057,0.600984,0.310543,0.69957,0.305287,0.687605,0.607806,0.014594,0.093571
3.34755,0.158307,0.270429,0.151809,0.071846,0.441231,0.514277,0.322058,0.251177,0.018405,0.03841,0.293915,0.136423,0.601148,0.310151,0.7004,0.305262,0.687534,0.607912,0.014614,0.094046
3.35005,0.157337,0.271391,0.152707,0.072136,0.44201,0.514943,0.323233,0.253356,0.018524,0.038862,0.273117,0.136894,0.60116,0.309762,0.701156,0.305171,0.687413,0.60791,0.014625,0.094558
3.35255,0.156523,0.272363,0.153603,0.072428,0.442739,0.515526,0.324639,0.255511,0.018723,0.039303,0.261476,0.137456,0.601085,0.309503,0.70157,0.304962,0.687203,0.607814,0.01463,0.095255
3.35505,0.156104,0.273296,0.154505,0.072814,0.443424,0.516043,0.326486,0.2578,0.018795,0.039814,0.257315,0.137692,0.600915,0.309039,0.701851,0.30476,0.686962,0.607736,0.014638,0.095547
3.35755,0.156124,0.274371,0.155462,0.073172,0.444112,0.516716,0.328413,0.259815,0.018835,0.040302,0.258412,0.137824,0.600577,0.308428,0.702194,0.304502,0.68656,0.607691,0.01463,0.095976
3.36005,0.156396,0.27563,0.156379,0.0737,0.444781,0.51732,0.330344,0.262061,0.018984,0.040782,0.262952,0.137994,0.600367,0.307912,0.702612,0.304367,0.686011,0.607632,0.014609,0.096825
3.36255,0.15666,0.276928,0.157148,0.07396,0.445226,0.51762,0.331818,0.264201,0.019144,0.041307,0.268926,0.138172,0.600049,0.307305,0.702637,0.304206,0.685588,0.60736,0.014597,0.09739
3.36505,0.156923,0.278178,0.157906,0.074125,0.445593,0.517987,0.333151,0.266265,0.01929,0.041759,0.274998,0.138432,0.599608,0.30642,0.702804,0.303966,0.685,0.606893,0.014581,0.09738
3.36755,0.157146,0.279481,0.158673,0.074424,0.445988,0.518329,0.334439,0.268278,0.019395,0.042192,0.280194,0.138626,0.599178,0.305632,0.703063,0.303691,0.684152,0.606219,0.014559,0.097213
3.37005,0.157287,0.280758,0.159421,0.074655,0.446275,0.518627,0.336301,0.270241,0.019463,0.042643,0.284088,0.13874,0.598723,0.304909,0.70303,0.303362,0.683247,0.605566,0.014536,0.097681
3.37255,0.157372,0.281799,0.160102,0.074935,0.446473,0.518796,0.338195,0.272146,0.019612,0.043115,0.286644,0.138682,0.598311,0.304219,0.703126,0.303098,0.682361,0.60498,0.014522,0.09846
3.37505,0.157409,0.282786,0.160773,0.075323,0.446866,0.519071,0.340101,0.273713,0.01985,0.043626,0.288077,0.138486,0.598024,0.303335,0.703212,0.302871,0.681944,0.604555,0.01451,0.099073
3.37755,0.157542,0.283604,0.161541,0.075716,0.447216,0.51941,0.341727,0.275953,0.019974,0.044167,0.288937,0.138167,0.597839,0.302816,0.703766,0.302703,0.682186,0.604345,0.0145,0.099462
3.38005,0.157899,0.284441,0.162506,0.076092,0.447616,0.519905,0.343086,0.278511,0.020074,0.044724,0.289735,0.137502,0.597849,0.302484,0.704726,0.302569,0.682695,0.604223,0.014502,0.099995
3.38255,0.158608,0.285449,0.163527,0.076551,0.448164,0.520445,0.3448,0.280428,0.020258,0.045343,0.29088,0.136582,0.598033,0.302445,0.706484,0.302515,0.683739,0.604413,0.014514,0.100129
3.38505,0.159461,0.286456,0.164596,0.076841,0.448838,0.52106,0.346665,0.282006,0.020433,0.045944,0.292283,0.13558,0.598198,0.302628,0.707747,0.302562,0.68488,0.604764,0.01453,0.100479
3.38755,0.160411,0.287344,0.165783,0.077105,0.449675,0.521857,0.3482,0.283485,0.020711,0.046416,0.293873,0.134324,0.598363,0.302606,0.7082,0.302568,0.685972,0.605034,0.014566,0.100744
3.39005,0.161493,0.288158,0.167062,0.077444,0.45061,0.522669,0.349624,0.285025,0.021036,0.046955,0.295597,0.132827,0.598452,0.302673,0.709008,0.302589,0.686803,0.605048,0.014604,0.10124
3.39255,0.162538,0.288836,0.168384,0.077774,0.45162,0.523501,0.351739,0.286551,0.021187,0.047495,0.29727,0.131056,0.598323,0.302504,0.709866,0.302549,0.687106,0.604835,0.014619,0.101629
3.39505,0.163191,0.2893,0.169667,0.078169,0.45247,0.524195,0.353436,0.288319,0.021211,0.047993,0.298693,0.128857,0.597918,0.301714,0.710006,0.302396,0.687221,0.604093,0.01463,0.1019
3.39755,0.163475,0.289553,0.170835,0.078639,0.453184,0.524662,0.354675,0.289523,0.021284,0.048498,0.299916,0.126178,0.597506,0.300863,0.710058,0.302171,0.686888,0.603159,0.014642,0.102526
3.40005,0.163468,0.289722,0.17183,0.079003,0.4537,0.52517,0.356205,0.290642,0.021477,0.049125,0.301109,0.12267,0.596899,0.30021,0.710112,0.301886,0.686042,0.602187,0.014647,0.102769
3.40255,0.16318,0.289792,0.172729,0.079377,0.454048,0.525649,0.35767,0.291957,0.021683,0.049682,0.302176,0.118145,0.596212,0.299443,0.709729,0.301565,0.684933,0.601122,0.014632,0.102775
3.40505,0.162676,0.289759,0.173553,0.079777,0.454384,0.525863,0.35902,0.293047,0.021869,0.050262,0.303139,0.112761,0.595483,0.298433,0.708986,0.301223,0.68378,0.599942,0.01461,0.102952
3.40755,0.162049,0.289864,0.174378,0.080022,0.454646,0.526034,0.36049,0.294325,0.022088,0.05085,0.304105,0.107106,0.594664,0.29735,0.708354,0.300855,0.682691,0.598645,0.014575,0.103171
3.41005,0.161475,0.290125,0.175328,0.080279,0.454914,0.526356,0.36141,0.295768,0.022296,0.051464,0.305061,0.101962,0.593908,0.296419,0.707747,0.300422,0.681641,0.597471,0.014523,0.10378
3.41255,0.161105,0.290523,0.176296,0.080577,0.455318,0.52676,0.362332,0.296917,0.022489,0.05211,0.305955,0.097652,0.593368,0.295588,0.707466,0.300099,0.680529,0.596395,0.014485,0.104532
3.41505,0.161289,0.291108,0.177378,0.08096,0.455894,0.527241,0.36358,0.298041,0.02272,0.052731,0.30665,0.094317,0.592997,0.294849,0.707433,0.299905,0.679975,0.595626,0.01446,0.104433
3.41755,0.162192,0.292241,0.178715,0.081433,0.456857,0.528116,0.365242,0.298937,0.022898,0.053342,0.307212,0.091966,0.593211,0.29449,0.707773,0.299773,0.680324,0.595867,0.014449,0.104252
3.42005,0.163585,0.294016,0.180285,0.081739,0.458054,0.529254,0.366474,0.300093,0.023069,0.054038,0.307629,0.090408,0.593791,0.294612,0.708921,0.29985,0.681321,0.596791,0.014444,0.104906
3.42255,0.165462,0.296137,0.182026,0.082176,0.459495,0.530696,0.367395,0.301644,0.023288,0.054701,0.308087,0.089594,0.594733,0.294861,0.710779,0.30006,0.683132,0.598236,0.014475,0.10527
3.42505,0.167649,0.298624,0.183897,0.082574,0.461183,0.532354,0.368304,0.303003,0.023499,0.055174,0.308506,0.089718,0.595875,0.295325,0.712691,0.300422,0.685762,0.600013,0.014539,0.105316
3.42755,0.169809,0.301447,0.185784,0.082932,0.462992,0.534082,0.369298,0.304409,0.023726,0.05586,0.308852,0.090259,0.597083,0.295987,0.714722,0.300928,0.688487,0.6019,0.014615,0.105705
3.43005,0.171825,0.304337,0.18764,0.083398,0.46479,0.53585,0.370323,0.305897,0.023918,0.056554,0.309051,0.090985,0.59834,0.296608,0.716817,0.30143,0.691118,0.603702,0.014705,0.106383
3.43255,0.173639,0.307132,0.189525,0.083882,0.466504,0.537459,0.371367,0.307372,0.02405,0.057188,0.309067,0.091908,0.599444,0.297255,0.718667,0.301857,0.693591,0.605144,0.014812,0.106652
3.43506,0.175314,0.309748,0.191438,0.084191,0.468178,0.539019,0.372423,0.308823,0.024229,0.057862,0.308955,0.093034,0.600383,0.298046,0.720723,0.302327,0.695536,0.606516,0.014905,0.106755
3.43756,0.176996,0.312303,0.193287,0.084411,0.469778,0.540726,0.373729,0.310044,0.024528,0.058492,0.308713,0.094166,0.601274,0.2987,0.722674,0.302793,0.697091,0.607748,0.014992,0.106403
3.44006,0.17881,0.314508,0.194989,0.084929,0.471348,0.542302,0.374645,0.311382,0.024917,0.059137,0.308341,0.095287,0.602045,0.29943,0.724166,0.303122,0.698691,0.608969,0.015092,0.106429
3.44256,0.180737,0.31643,0.196712,0.085587,0.472785,0.543837,0.375601,0.312588,0.025134,0.059764,0.307675,0.09684,0.602709,0.299874,0.725494,0.303374,0.700132,0.609913,0.015189,0.107044
3.44506,0.182817,0.318361,0.198406,0.085919,0.474132,0.54514,0.376425,0.313912,0.0253,0.06036,0.306839,0.098576,0.603333,0.300067,0.726788,0.303593,0.701512,0.610655,0.015272,0.106961
3.44756,0.184964,0.320174,0.200183,0.08617,0.475439,0.546556,0.377248,0.315248,0.025387,0.060994,0.305732,0.100429,0.603966,0.300239,0.72776,0.303736,0.702789,0.611385,0.015337,0.107067
3.45006,0.187076,0.321878,0.201965,0.086513,0.476732,0.547953,0.378329,0.316218,0.025511,0.061574,0.304342,0.102771,0.604536,0.300277,0.729156,0.303857,0.703764,0.612099,0.015406,0.107225
3.45256,0.18911,0.323491,0.203681,0.086941,0.47798,0.549223,0.379582,0.317535,0.025767,0.062173,0.302489,0.105372,0.605027,0.300425,0.730632,0.304028,0.704621,0.612797,0.015473,0.107271
3.45506,0.191043,0.325152,0.205421,0.087439,0.479278,0.550419,0.380907,0.318942,0.026033,0.062788,0.300044,0.107912,0.605444,0.300594,0.731607,0.304089,0.705654,0.613403,0.015527,0.108056
3.45756,0.192818,0.326878,0.207108,0.087919,0.480488,0.551547,0.381755,0.320063,0.026274,0.063432,0.296722,0.110758,0.605882,0.300846,0.732391,0.304185,0.706702,0.613975,0.015588,0.108461
3.46006,0.194411,0.328436,0.208767,0.088427,0.4816,0.552665,0.382337,0.32115,0.026498,0.064075,0.2921,0.113763,0.606331,0.301282,0.733028,0.304396,0.707599,0.614418,0.015653,0.108141
3.46256,0.195782,0.329792,0.21038,0.088914,0.482625,0.553731,0.383121,0.322519,0.026731,0.064685,0.285531,0.116651,0.60672,0.301333,0.73383,0.304573,0.708329,0.614832,0.01571,0.108397
3.46506,0.196789,0.331084,0.211823,0.089263,0.483568,0.554603,0.383943,0.324046,0.026892,0.065237,0.276187,0.119471,0.606939,0.30095,0.734448,0.304592,0.708744,0.615161,0.015756,0.108626
3.46756,0.19738,0.332421,0.213118,0.08956,0.484422,0.555428,0.384786,0.325353,0.026975,0.065777,0.263496,0.122449,0.607093,0.300617,0.734758,0.304647,0.709192,0.615318,0.015799,0.108696
3.47006,0.197549,0.333624,0.214289,0.089903,0.485198,0.556123,0.385613,0.326495,0.027202,0.066404,0.247959,0.125626,0.60711,0.300568,0.734426,0.304556,0.709594,0.615232,0.01584,0.108585
3.47256,0.197229,0.33467,0.215432,0.090314,0.485825,0.556905,0.38667,0.327693,0.027425,0.067036,0.232402,0.129222,0.60716,0.300313,0.734164,0.304434,0.709697,0.615335,0.015851,0.108405
3.47506,0.196563,0.335621,0.216522,0.090708,0.486455,0.557434,0.387541,0.328765,0.027624,0.067676,0.219529,0.133276,0.607203,0.300039,0.734312,0.304342,0.709795,0.615249,0.015864,0.108346
3.47756,0.195768,0.336627,0.217474,0.090967,0.487034,0.557892,0.388295,0.330072,0.027788,0.068301,0.210705,0.13808,0.607227,0.299772,0.734569,0.304267,0.710085,0.615299,0.01588,0.108173
3.48006,0.195055,0.337557,0.218331,0.091261,0.487546,0.558265,0.389319,0.331831,0.027977,0.06895,0.206208,0.144318,0.607143,0.299563,0.734718,0.304024,0.710473,0.615229,0.015883,0.109053
3.48256,0.194657,0.338414,0.219301,0.091662,0.488147,0.558615,0.390469,0.333388,0.028233,0.069605,0.205666,0.152926,0.60712,0.299364,0.735202,0.303892,0.71082,0.615097,0.01589,0.1096
3.48506,0.194724,0.339212,0.220446,0.092122,0.488875,0.559053,0.3913,0.334578,0.028499,0.07022,0.207991,0.164874,0.607153,0.299044,0.735524,0.303943,0.711141,0.615081,0.01589,0.109324
3.48756,0.195161,0.33992,0.221697,0.092465,0.489645,0.559645,0.392068,0.335758,0.028597,0.070782,0.211932,0.18093,0.607067,0.298616,0.735477,0.303885,0.711292,0.614917,0.01589,0.109164
3.49006,0.195769,0.340429,0.222917,0.092765,0.490428,0.560211,0.393132,0.337216,0.028715,0.071291,0.216699,0.201535,0.6069,0.298225,0.73513,0.303749,0.7113,0.614394,0.01589,0.109473
3.49256,0.196429,0.340804,0.224237,0.093268,0.491289,0.560743,0.394013,0.338429,0.029023,0.071842,0.222093,0.227233,0.606656,0.298028,0.734487,0.303694,0.711239,0.613678,0.01589,0.109712
3.49506,0.197065,0.341067,0.225626,0.093787,0.492102,0.561269,0.394562,0.33929,0.029273,0.072424,0.227975,0.258286,0.606355,0.297695,0.734026,0.303602,0.71098,0.612832,0.01589,0.109782
3.49756,0.197737,0.341253,0.227078,0.09411,0.492926,0.561729,0.39531,0.340351,0.029486,0.073028,0.23414,0.293038,0.605957,0.296762,0.73313,0.30349,0.710576,0.61196,0.015874,0.110077
3.50006,0.198633,0.341527,0.22857,0.094439,0.493745,0.562172,0.396446,0.341666,0.029699,0.07365,0.240416,0.327438,0.605818,0.296092,0.732314,0.303468,0.710319,0.611559,0.015853,0.110135
3.50256,0.199849,0.342024,0.230164,0.094844,0.494688,0.562924,0.397175,0.342905,0.029824,0.074322,0.246668,0.358747,0.6059,0.295931,0.731958,0.303427,0.710577,0.611709,0.015859,0.109743
3.50506,0.201538,0.342939,0.231955,0.095142,0.495816,0.563848,0.398009,0.344145,0.03006,0.074961,0.252954,0.386494,0.606374,0.295861,0.732524,0.303438,0.711471,0.612571,0.015888,0.10951
3.50756,0.203899,0.344369,0.23384,0.095492,0.497056,0.565002,0.398802,0.345621,0.030371,0.075544,0.259409,0.410964,0.607216,0.296146,0.733878,0.303668,0.712992,0.613916,0.015942,0.109959
3.51006,0.206593,0.346586,0.235784,0.096075,0.498466,0.566284,0.399894,0.347147,0.030638,0.076169,0.26623,0.43218,0.608296,0.296552,0.735444,0.303964,0.715099,0.615519,0.016037,0.110227
3.51256,0.209377,0.349119,0.237727,0.096628,0.499871,0.567514,0.400533,0.348317,0.030865,0.07685,0.273622,0.45029,0.609258,0.297093,0.736547,0.304205,0.717264,0.61705,0.016152,0.110318
3.51506,0.212071,0.351889,0.239668,0.097194,0.501333,0.568801,0.40098,0.349009,0.031025,0.07749,0.282103,0.465056,0.610273,0.298042,0.737857,0.304558,0.719348,0.618434,0.016265,0.110408
3.51756,0.214643,0.354652,0.241707,0.09779,0.502796,0.5702,0.401381,0.349769,0.031174,0.077978,0.292367,0.475427,0.611215,0.298757,0.739172,0.304873,0.721351,0.619692,0.016372,0.110778
3.52006,0.217098,0.35709,0.243686,0.098343,0.504185,0.571497,0.402137,0.350943,0.031429,0.078544,0.305057,0.479305,0.612067,0.299197,0.740164,0.305212,0.722926,0.62082,0.016493,0.110782
3.52256,0.219476,0.359378,0.245532,0.098726,0.505516,0.572653,0.402582,0.352002,0.031693,0.079269,0.320711,0.474123,0.612746,0.299518,0.740929,0.305417,0.7242,0.621653,0.016615,0.110878
3.52506,0.221845,0.361597,0.24743,0.099104,0.506833,0.573885,0.403124,0.352616,0.031892,0.079939,0.339135,0.460366,0.613438,0.299794,0.741699,0.305608,0.725408,0.622367,0.016722,0.11079
3.52756,0.224205,0.363667,0.249361,0.099588,0.508196,0.575111,0.403614,0.353099,0.032098,0.080524,0.35952,0.446551,0.614107,0.299852,0.742544,0.305888,0.726505,0.623063,0.01682,0.110539
3.53006,0.226415,0.365534,0.251182,0.099932,0.509576,0.576251,0.404342,0.353777,0.032347,0.081121,0.38038,0.446679,0.614701,0.299771,0.743153,0.306092,0.727411,0.623747,0.016924,0.110768
3.53256,0.228445,0.367278,0.252954,0.100245,0.510908,0.577326,0.404818,0.354699,0.032599,0.081753,0.400563,0.466028,0.615242,0.29983,0.743596,0.306247,0.728216,0.624265,0.017024,0.111098
3.53506,0.230368,0.368947,0.254771,0.100666,0.512271,0.57828,0.405357,0.355668,0.032845,0.082358,0.419307,0.495877,0.615742,0.299925,0.743861,0.306429,0.729008,0.624736,0.017112,0.111418
3.53756,0.232062,0.370502,0.256513,0.101099,0.51359,0.57911,0.405821,0.356584,0.033098,0.082986,0.436261,0.524762,0.616195,0.299855,0.743738,0.306548,0.729758,0.625205,0.017194,0.111607
3.54006,0.23359,0.371992,0.258184,0.101576,0.514871,0.579966,0.405893,0.357507,0.033255,0.083662,0.4514,0.5482,0.616545,0.299561,0.743744,0.306625,0.730456,0.625573,0.01727,0.111535
3.54256,0.235056,0.373481,0.259891,0.102061,0.516136,0.58076,0.406585,0.358436,0.033402,0.08427,0.464799,0.566371,0.616861,0.299234,0.743844,0.306657,0.73109,0.625861,0.017349,0.111518
3.54506,0.236463,0.374928,0.261537,0.102504,0.517355,0.58141,0.407639,0.359164,0.033645,0.084817,0.476562,0.580087,0.61716,0.299003,0.743509,0.306702,0.731559,0.626136,0.017419,0.111874
3.54756,0.237793,0.376277,0.262994,0.102909,0.518631,0.581874,0.408326,0.359855,0.033961,0.085426,0.486892,0.590144,0.617474,0.299036,0.743408,0.306802,0.73208,0.626417,0.017481,0.112168
3.55006,0.238992,0.377509,0.264451,0.103257,0.519827,0.582246,0.408979,0.360882,0.034287,0.08609,0.495945,0.597649,0.617696,0.299096,0.743563,0.30683,0.732788,0.626746,0.017542,0.112007
3.55256,0.240156,0.37865,0.265952,0.103686,0.521,0.58254,0.409715,0.361711,0.034503,0.08677,0.503854,0.604173,0.618009,0.298864,0.743484,0.30679,0.733467,0.627031,0.017619,0.111895
3.55506,0.24131,0.379817,0.267374,0.104265,0.522148,0.58255,0.410324,0.362394,0.034766,0.08741,0.510622,0.610203,0.618283,0.298474,0.742876,0.306806,0.733849,0.627235,0.017686,0.11239
3.55756,0.24239,0.380912,0.268732,0.10478,0.523286,0.582318,0.411005,0.363231,0.035079,0.088012,0.516286,0.615208,0.618451,0.298117,0.742625,0.306829,0.734274,0.62753,0.017747,0.112802
3.56006,0.243435,0.382049,0.270114,0.105023,0.524385,0.582166,0.411934,0.364241,0.035311,0.088561,0.520853,0.619168,0.618638,0.298097,0.742345,0.306848,0.73492,0.62772,0.017801,0.113081
3.56256,0.244437,0.383216,0.271455,0.10526,0.525506,0.58212,0.413038,0.365337,0.035535,0.089105,0.524297,0.622348,0.618835,0.298238,0.742115,0.306886,0.735563,0.627923,0.017851,0.113094
3.56506,0.245419,0.384189,0.272746,0.105618,0.52657,0.58226,0.413411,0.366335,0.035793,0.089676,0.526489,0.625025,0.61904,0.298022,0.742263,0.306931,0.735996,0.628096,0.017912,0.113038
3.56756,0.246473,0.38521,0.273951,0.106122,0.527607,0.582341,0.41324,0.367046,0.036029,0.090232,0.52752,0.627167,0.61926,0.297806,0.742241,0.306932,0.736431,0.628263,0.017963,0.113396
3.57006,0.247495,0.386192,0.27516,0.1066,0.528604,0.582478,0.413781,0.36791,0.036299,0.090805,0.527696,0.6287,0.619414,0.297551,0.741824,0.306906,0.736872,0.628406,0.018006,0.11386
